Authority Name,SNAC,LAid,Service Name,LGSL,LGIL,Service URL
Adur District Council,45UB,1,Find out about recycling,851,8,http://www.adur.gov.uk/waste-recycling/index.htm
Adur District Council,45UB,1,Find out about Local Development Frameworks,856,8,http://www.adur.gov.uk/planning/local-development-scheme.htm
Adur District Council,45UB,1,Request a collection of clinical waste,859,0,http://www.adur.gov.uk/waste-recycling/hazardous.htm
Adur District Council,45UB,1,Find out about collection of clinical waste,859,8,http://www.adur.gov.uk/waste-recycling/hazardous.htm
Adur District Council,45UB,1,Find out about licences: alcohol and entertainment - premises ,860,8,http://www.adur.gov.uk/licences/
Adur District Council,45UB,1,Regulation of licences - alcohol and entertainment premises,860,9,http://www.adur.gov.uk/licences/
Adur District Council,45UB,1,Find out about registration - motor salvage operator,866,8,http://www.adur.gov.uk/licences/
Adur District Council,45UB,1,Regulation of registration - motor salvage operator,866,9,http://www.adur.gov.uk/licences/
Adur District Council,45UB,1,Find out about local consultations,867,8,http://www.adur.gov.uk/consultation/index.htm
Adur District Council,45UB,1,Find out about community safety,870,8,http://www.adur.gov.uk/community-safety/index.htm
Adur District Council,45UB,1,Find out about licences - homes in multiple occupancy,898,8,http://www.adur.gov.uk/licences/
Adur District Council,45UB,1,Regulation of licences - homes in multiple occupancy,898,9,http://www.adur.gov.uk/licences/
Adur District Council,45UB,1,Find out about licences - alcohol and entertainment - temporary event,1071,8,http://www.adur.gov.uk/licences/
Adur District Council,45UB,1,Regulation of licences - alcohol and entertainment - temporary event,1071,9,http://elmsportal.businesslink.gov.uk/media/442
Adur District Council,45UB,1,Find out about tourism - accommodation- camping and caravan sites,1108,8,http://www.adur.gov.uk/licences/
Adur District Council,45UB,1,Regulation of tourism - accommodation- camping and caravan sites,1108,9,http://www.adur.gov.uk/licences/
Adur District Council,45UB,1,Find out about Environmental permitting,1210,8,http://www.adur.gov.uk/licences/
Adur District Council,45UB,1,Regulation of Environmental permitting,1210,9,http://www.adur.gov.uk/licences/
Adur District Council,45UB,1,Get local information about swine flu,1287,8,http://www.adur.gov.uk/emergencies/flu.htm
Adur District Council,45UB,1,Find out about food premises - approval ,1293,8,http://www.adur.gov.uk/licences/
Adur District Council,45UB,1,Regulation of food premises - approval ,1293,9,http://www.adur.gov.uk/licences/
Adur District Council,45UB,1,Get local information on services disrupted by severe weather,1307,8,http://www.adur.gov.uk/
Adur District Council,45UB,1,Find out about details of council expenditure over £500,1465,8,http://www.adur.gov.uk/finance/payments-to-suppliers.htm
Adur District Council,45UB,1,Find out about councillor allowances and expenses,1574,8,http://www.adur.gov.uk/councillors/allowances.htm
Adur District Council,45UB,1,Find out how to hold a street party,1580,8,http://www.adur.gov.uk/leisure/street-parties.htm
Adur District Council,45UB,1,Find out when you can check the accounts at  your council,1584,8,http://www.adur.gov.uk/finance/notice-of-appointment-of-date-for-exercise-of-public-rights.htm
Allerdale Borough Council,16UB,2,Find out about  Schools - truancy,35,8,http://www.allerdale.gov.uk/education-and-learning/schools-and-colleges/truancy.aspx
Allerdale Borough Council,16UB,2,Find out about performance/stage licences for school age children,48,8,http://www.allerdale.gov.uk/business/licences-and-street-trading/licence---premises-clubs.aspx
Allerdale Borough Council,16UB,2,Find out about your council tax account,58,8,http://www.allerdale.gov.uk/advice-and-benefits/council-tax.aspx
Allerdale Borough Council,16UB,2,Find out about discounts on council tax,59,8,http://www.allerdale.gov.uk/advice-and-benefits/council-tax/council-tax-discounts.aspx
Allerdale Borough Council,16UB,2,Find out about Housing Association homes,87,8,http://www.allerdale.gov.uk/housing/finding-a-home/finding-a-home-to-rent-in-alle/housing-associations.aspx
Allerdale Borough Council,16UB,2,Find out about mutual council home exchange,88,8,http://www.allerdale.gov.uk/housing/finding-a-home.aspx
Allerdale Borough Council,16UB,2,Find out about help from the council for private tenants,108,8,http://www.allerdale.gov.uk/housing/finding-a-home/finding-a-home-to-rent-in-alle/private-renting.aspx
Allerdale Borough Council,16UB,2,Find out about advice for council tenants,109,8,http://www.allerdale.gov.uk/housing/finding-a-home/finding-a-home-to-rent-in-alle.aspx
Allerdale Borough Council,16UB,2,Find out about advice for homeless people,112,8,http://www.allerdale.gov.uk/housing/finding-a-home/homelessness.aspx
Allerdale Borough Council,16UB,2,Find out about eviction from council housing,117,8,http://www.allerdale.gov.uk/housing/finding-a-home/finding-a-home-to-rent-in-alle.aspx
Allerdale Borough Council,16UB,2,Find out about adaptions to council properties for people with mobility problems,130,8,http://www.allerdale.gov.uk/planning-and-buildings/private-housing/home-improvements---housing-re.aspx
Allerdale Borough Council,16UB,2,Find out about home improvement renovation grants,135,8,http://www.allerdale.gov.uk/business/grants/home-improvements---housing-re.aspx
Allerdale Borough Council,16UB,2,Find out about disabled facilities grants,137,8,http://www.allerdale.gov.uk/planning-and-buildings/building-control/access-guide-2008/disabled-facilities-grants.aspx
Allerdale Borough Council,16UB,2,Find out about the right to buy scheme,151,8,http://www.allerdale.gov.uk/housing/finding-a-home/finding-a-home-to-rent-in-alle.aspx
Allerdale Borough Council,16UB,2,Find out about the council's interpreting and translation service,169,8,http://www.allerdale.gov.uk/advice-and-benefits/community-advice/translating-and-interpreting-s.aspx
Allerdale Borough Council,16UB,2,Find out about sheltered and supported housing,230,8,http://www.allerdale.gov.uk/housing/finding-a-home/finding-a-home-to-rent-in-alle/housing-associations.aspx
Allerdale Borough Council,16UB,2,Find out about the keeping warm in winter service,269,8,http://www.allerdale.gov.uk/advice-and-benefits/winter-advice.aspx
Allerdale Borough Council,16UB,2,Find out about older person s bus pass,273,8,http://www.allerdale.gov.uk/transport-and-streets/concessionary-travel.aspx
Allerdale Borough Council,16UB,2,Find out about parking bays for registered disabled drivers,274,8,http://www.allerdale.gov.uk/transport-and-streets/parking/off-street-car-parks/disabled-parking.aspx
Allerdale Borough Council,16UB,2,Find out about blue badge parking permits,279,8,http://www.allerdale.gov.uk/transport-and-streets/parking/off-street-car-parks/disabled-parking.aspx
Allerdale Borough Council,16UB,2,Find out about community alarm services,313,8,http://www.allerdale.gov.uk/community-and-living/safety/community-safety/community-alarms-services-for.aspx
Allerdale Borough Council,16UB,2,Tell Us Once : bereavement,321,33,http://www.cumbria.gov.uk/registration/deaths/default.asp
Allerdale Borough Council,16UB,2,Find out about the bereavement service,328,8,http://www.allerdale.gov.uk/life-events/death-and-bereavement.aspx
Allerdale Borough Council,16UB,2,Find out about a community funeral service,329,8,http://www.allerdale.gov.uk/community-and-living/deaths-funerals-and-cremation/cemeteries.aspx
Allerdale Borough Council,16UB,2,Find out about cremation,330,8,http://www.allerdale.gov.uk/community-and-living/deaths-funerals-and-cremation/cremation.aspx
Allerdale Borough Council,16UB,2,Find out about jobs at your local council,337,8,http://www.allerdale.gov.uk/jobs-and-careers.aspx
Allerdale Borough Council,16UB,2,Find out about complaints procedure,353,8,http://www.allerdale.gov.uk/council-and-democracy/complaints-and-suggestions.aspx
Allerdale Borough Council,16UB,2,Find out about councillors declaration of interest,355,8,http://www.allerdale.gov.uk/council-and-democracy/standards-committee.aspx
Allerdale Borough Council,16UB,2,Find out about your local councillors,358,8,http://www.allerdale.gov.uk/council-and-democracy/councillors-democracy-election.aspx
Allerdale Borough Council,16UB,2,Find out local council news,359,8,http://www.allerdale.gov.uk/default.aspx?page=36&period=allnews
Allerdale Borough Council,16UB,2,Find out about proxy votes,361,8,http://www.allerdale.gov.uk/council-and-democracy/councillors-democracy-election/elections/absent-voting.aspx
Allerdale Borough Council,16UB,2,Find out about elections,362,8,http://www.allerdale.gov.uk/council-and-democracy/councillors-democracy-election/elections/absent-voting.aspx
Allerdale Borough Council,16UB,2,Find out about the electoral register,364,8,http://www.allerdale.gov.uk/council-and-democracy/councillors-democracy-election/elections/register-of-electors.aspx
Allerdale Borough Council,16UB,2,Find out about abandoned vehicles,372,8,http://www.allerdale.gov.uk/environment-and-waste/abandoned-vehicles.aspx
Allerdale Borough Council,16UB,2,Find out about licences - boarding animals,374,8,http://www.allerdale.gov.uk/business/licences-and-street-trading/licence---boarding-animals.aspx
Allerdale Borough Council,16UB,2,Find out about : Licences - pet shops,375,8,http://www.allerdale.gov.uk/business/licences-and-street-trading/licence---pet-shop.aspx
Allerdale Borough Council,16UB,2,Find out about: Registration - scrap metal - site registration,378,8,http://www.allerdale.gov.uk/business/licences-and-street-trading/licence---scrap-metal.aspx
Allerdale Borough Council,16UB,2,Find out about massage and special treatment premises licensing,389,8,http://www.allerdale.gov.uk/default.aspx?page=1047
Allerdale Borough Council,16UB,2,Find out about food premises registration,390,8,http://www.allerdale.gov.uk/environment-and-waste/environmental-health/food-safety/registration-of-food-businesse.aspx
Allerdale Borough Council,16UB,2,Find out about licences - street trading,400,8,http://www.allerdale.gov.uk/business/licences-and-street-trading.aspx
Allerdale Borough Council,16UB,2,Find out about Pollution control - noise,412,8,http://www.allerdale.gov.uk/environment-and-waste/pollution/pollution-control---noise.aspx
Allerdale Borough Council,16UB,2,Find out about local air  pollution,413,8,http://www.allerdale.gov.uk/environment-and-waste/pollution/pollution-control---air.aspx
Allerdale Borough Council,16UB,2,Find out about asbestos removal,415,8,http://www.allerdale.gov.uk/business/health-and-safety/asbestos-in-the-home.aspx
Allerdale Borough Council,16UB,2,Find out about contaminated land,418,8,http://www.allerdale.gov.uk/environment-and-waste/pollution/pollution-control---contaminat.aspx
Allerdale Borough Council,16UB,2,Find out about Safety - syringes - disposal,428,8,http://www.allerdale.gov.uk/environment-and-waste/recycling-rubbish-and-waste/clinical-waste-disposal.aspx
Allerdale Borough Council,16UB,2,Find out about pest control,431,8,http://www.allerdale.gov.uk/environment-and-waste/environmental-health/pest-control.aspx
Allerdale Borough Council,16UB,2,Find out about the dog warden service,432,8,http://www.allerdale.gov.uk/environment-and-waste/animal-welfare/dog-warden-service.aspx
Allerdale Borough Council,16UB,2,Find out about renovation grants,433,8,http://www.allerdale.gov.uk/business/grants/home-improvements---housing-re.aspx
Allerdale Borough Council,16UB,2,Search the library catalogue,439,8,http://www.allerdale.gov.uk/leisure-and-culture/libraries.aspx
Allerdale Borough Council,16UB,2,Find out about local parks,461,8,http://www.allerdale.gov.uk/environment-and-waste/parks-and-open-spaces.aspx
Allerdale Borough Council,16UB,2,Find out about parking fines,471,8,http://www.allerdale.gov.uk/transport-and-streets/parking/off-street-car-parks/parking-penalties.aspx
Allerdale Borough Council,16UB,2,Find out about parking permits,474,8,http://www.allerdale.gov.uk/transport-and-streets/parking/parking-permits.aspx
Allerdale Borough Council,16UB,2,Find out about council car parks,478,8,http://www.allerdale.gov.uk/transport-and-streets/parking/off-street-car-parks.aspx
Allerdale Borough Council,16UB,2,Find out about planning permission,485,8,http://www.allerdale.gov.uk/planning-and-buildings/building-control/do-i-need-building-approval.aspx
Allerdale Borough Council,16UB,2,Find out more about building regulations,499,8,http://www.allerdale.gov.uk/planning-and-buildings/building-control/building-regulations.aspx
Allerdale Borough Council,16UB,2,Find out about tree preservation orders,508,8,http://www.allerdale.gov.uk/planning-and-buildings/planning/trees--hedges.aspx
